,ID,nli_label,claim,evidence
494,322,1,منح الدكتوراه لمتوفي رحل قبل مناقشتها,قررت جامعه مصريه منح درجه الدكتوراه لاستاذ بكليه التربيه توفي قبل مناقشتها بنحو 4 اشهر.وناقشت كليه التربيه بجامعه طنطا.
495,938,1,قام المتحرش بتهديد زوج والده الطفله عند رؤيته في التحقيقات بمقر النيابه العامه.,"واضافت والده طفله المعادي خلال حوارها مع الاعلامي شريف عامر، ببرنامج ""يحدث في مصر"" عبر قناه ""mbc مصر"" مساء امس، ان المتحرش قام بتهديد زوجها عند رؤيته في التحقيقات بمقر النيابه العامه."
496,1907,1,قضت محكمه الاستئناف بالسجن ثلاثه اعوام نافذه، بحق مالك مجموعه النهار الاعلاميه انيس رحماني.,قضت محكمه الاستئناف بالجزائر العاصمه، امس، بالسجن 3 اعوام نافذه بحق مالك «مجموعه النهار» الاعلاميه، انيس رحماني، بعد تسجيل مكالمه مع ضابط استخبارات وبثها، وفق ما ذكر موقع «النهار» التابع لـ«المجموعه» امس.وكانت المحكمه الابتدائيه قد قضت في 15 نوفمبر (تشرين الثاني) الماضي بسجن انيس رحماني، واسمه الحقيقي محمد مقدم، 5 سنوات، بينما طلبت النيابه 10 سنوات. وحوكم رحماني بتهم «اهانه قائد اثناء تاديه مهامه، والقذف ضد الجيش، واهانه هيئه نظاميه، والمساس بالحرمه الخاصه للاشخاص، بتسجيل ونقل المكالمات بغير اذن صاحبها».وبحسب موقع «النهار»، فان محكمه الاستئناف احتفظت فقط بتهمه «المساس بالحرمه الخاصه للاشخاص، بتسجيل ونقل المكالمات بغير اذن صاحبها»، فحكمت عليه
497,1318,1,هناك مخاوف جديه لدي الاهالي من اقتحام تركي لسنجار بذريعه ملاحقه مسلحي حزب العمال الكردستاني.,"كشف، يوم الاربعاء، عن ان بلاده تعمل علي اقامه منطقه امنه في شمال العراق بهدف ""تجفيف منابع الارهاب""، في اشاره الي حزب العمال الكردستاني. وقد وضعت تركيا والولايات المتحده والاتحاد الاوروبي حزب العمال الكردستاني علي لائحه المنظمات الارهابيه. وتاتي تصريحات اردوغان مع بدء العد التنازلي نحو الانتخابات البرلمانيه والرئاسيه، المقرره 24 يونيو/حزيران الجاري، والتي ستجري في ظل فرض حاله الطوارئ واستمرار الاعتقالات وملاحقه من تتهمهم الحكومه بالتورط في محاوله الانقلاب الفاشله في 2016. واوضح الرئيس التركي انه سيناقش رفع حاله الطوارئ بعد ""انتهاء الانتخابات"". وستجري الانتخابات في ظل منافسه محدوده للغايه، ويري مراقبون ان النتائج قد تكون محسومه لصالح الرئيس"
498,2784,1,"الامم المتحده تحذر من ""كارثه حقوقيه"" في ميانمار بسبب تصاعد العنف منذ الانقلاب العسكري.","اكدت مفوضه الامم المتحده الساميه لحقوق الانسان ميشيل باشليه ان العنف يتصاعد في انحاء بورما (ميانمار) محذره من ان البلد يشهد ""كارثه"" في مجال حقوق الانسان منذ انقلاب فبراير/شباط الماضي. وقالت باشليه في بيان ""في غضون 4 شهور ونيف، تحولت بورما من ديموقراطيه هشه الي كارثه فيما يتعلق بحقوق الانسان"" مشيره الي ان القاده العسكريين ""يتحملون وحدهم مسؤوليه"" الازمه. واثار الانقلاب العسكري الذي جري مطلع فبراير/شباط الماضي حركه احتجاجيه قمعتها قوات الامن بعنف، مما تسبب في الاشهر الاخيره بمقتل مئات المدنيين بينهم اطفال ونساء، بحسب جمعيه دعم السجناء السياسيين. ومنذ تنفيذ الانقلاب العسكري، اعتقل نحو 150 مسؤولا سياسيا وناشطا، وفق"
499,1855,2,"6 ملايين جرعه من لقاح من شركه ""سينوفاك"" الصينيه وصلت الي اندونيسيا.",ووصلت امس 1.2 مليون جرعه من لقاح الشركه التجريبي الي اندونيسيا، حيث يتوقع الموافقه عليها للاستخدام قريبا. ولقاح سينوفاك لقاح معطل من جرعتين، وهي تقنيه قديمه يتم من خلالها قتل فيروس حي ثم التخلص منه.
500,1988,1,لابد من المساواه بين الجنسين لاكمال عمليه الاصلاح القانوني.,المساواه في الارث بين الرجل والمراه. ورث السبسي فكر اول رئيس للبلاد الحبيب بورقيبه وخاصه في ما يتعلق بحقوق المراه والمطالبه بالمساواه بينها وبين الرجل.
501,597,0,government plans and end coronavirus restrictions in Tokyo to other areas on Sunday.,ذكرت وكاله كيودو اليابانيه للانباء صباح اليوم الاربعاء انه من المحتمل ان تنهي الحكومه اليابانيه حاله الطوارئ الصحيه المفروضه بسبب جائحه فيروس كورونا في طوكيو ومناطق اخري، الاحد المقبل، وفقا لما هو مخ
502,2619,1,توقعات بارتفاع قياسي في مداخيل النفط العالميه عام 2021.,"في مرحله جديده وخطيره من المواجهه، مرجحه ان تكون لها تبعات ""تدميريه"" علي الاقتصاد العالمي. ووفقا للتقرير، فقد شهدت اسواق الطاقه العالميه، حاله من الارتباك الفوري عقب نشر انباء الحصار الامريكي ؛ حيث قفزت اسعار خام ""برنت"" بنسبه 9% لتصل الي قرابه 104 دولارات للبرميل، فيما سجلت اسعار الغاز الطبيعي في اوروبا ارتفاعا قياسيا بنسبه 18%. واكد خبراء اقتصاديون للوكاله ان اي تعثر في حركه الملاحه بمضيق هرمز، الذي يمر عبره خمس امدادات النفط العالميه، سيؤدي الي موجه تضخم غير مسبوقه وشلل في نمو الاقتصاد العالمي. وكان واضحا في تصريحات، رئيس الوزراء البريطاني كير ستارمر، مدي المخاوف من تاثيرات الخطوه،"
503,2807,1,شهد العالم، خلال الساعات الاخيره، احداثا متسارعه سواءا علي الصعيد العربي والعالمي.,اخبار العالم ومستجداته في شتي المجالات: سياسه واقتصاد ورياضه وفن وثقافه وتكنولوجيا، مع كل ما هو جديد ومثير للاهتمام في اوروبا واميركا واستراليا وكندا وتركيا وايران وغيرها
504,1000,1,المغرب يقترب من حيازه 4 طائرات مسيره من طراز “ام كيو 9” الامريكيه المتطوره.,وقالت المصادر ان الصفقه تشمل اربع طائرات مسيره من طراز ام كيو-9بي سي غارديان من صنع شركه جنرال اتوميكس المملوكه للقطاع الخاص وذخائر موجهه بدقه من نوع هيل فاير، وبيف واي، وجي دي ايه ام.
505,2577,1,امير الكويت يصدر مرسوما بتشكيل حكومه جديده,اصدر امير الكويت الشيخ نواف الاحمد الجابر الصباح، الاثنين، مرسوما بتشكيل الحكومه الجديده، بقياده رئيس الوزراء الشيخ صباح خالد الحمد الصباح، وعضويه 15 وزيرا بينهم امراه واحده.
506,570,1,انتقد العديد من السعوديين تصريحات الفريق ضاحي خلفان حول حمايه مكه والموقف من ايران.,"انتقد العديد من السعوديين تصريحات الفريق ضاحي خلفان، نائب رئيس شرطه دبي عن حمايه مكه في مواجهه ايران، بينما رد خلفان علي من وصفهم بانهم ""يخربطون ويحاولون التشكيك في حبه للمملكه""، علي حد تعبيره."
507,913,1,دعم الجزائر للسلطات الليبيه الجديده في مساعيها لتنظيم الاستحقاقات الانتخابيه.,اكد وزير الشؤون الخارجيه ، صبري بوقدوم، خلال محادثات هاتفيه مع نظيرته في حكومه الوحده الوطنيه الليبيه، السيده نجلاء المنقوش، دعم الجزائر للسلطات الليبيه الجديده في مساعيها لتوحيد المؤسسات ...
508,1209,1,الاهلي السعودي يتعرض لانتقادات عاصفه بعد هزيمته الثقيله من ضمك.,"اعرب الاعلامي السعودي وليد الفراج عن استيائه من موجه الانتقادات الموجهه الي مجلس اداره الاهلي السعودي، بعد ""هزيمه ثقيله"" علي يد نادي ضمك (1-3)، مساء السبت، في الجوله 22 من الدوري السعودي (كاس الامير محمد بن سلمان للمحترفين)."
509,421,1,اصدرت محكمه امن الدوله حكما بالاعدام شنقا حتي الموت علي 6 من مرتكبي جريمه فتي الزرقاء.,سواليف وجه الفتي صالح ضحيه جريمه الزرقاء رساله شكر الي جميع من وقف معه خلال قضيته التي تسببت ببتر يديه واعتام عينه. واصدرت محكمه امن الدوله الاربعاء، حكما بالاعدام شنقا حتي الموت علي 6 من مرتكبي
510,81,2,الدعاوي هي: دعا حماس لحوار سريع وهادئ للاتفاق علي اليات وكيفيه مواجهه التحديات المقبله.,رام الله - دنيا الوطناكد عضو اللجنه المركزيه لحركه فتح، رئيس الهيئه العامه للشؤون المدنيه الوزير حسين الشيخ، ان قرار اعاده فتح القنصليه الاميركيه في القدس الشرقيه، الذي اعلن عنه وزير الخارجيه انتوني ب
511,2143,2,المدونه تعترف بحق القضاه في عدم الاعلان عن صفاتهم عبر وسائل التواصل الاجتماعي وعدم ابداء الراي فيها او تبادل المعلومات المتعلقه بالقضايا المحاله.,"البت فيها باحكام نهائيه، وعدم افشاء السر المهني"". مواثيق تدعم حريه تعبير القضاه. وبالعوده الي المواثيق الدوليه، فهي تتيح لكل شخص، مهما كان، الحق في حريه الراي والتعبير..."
512,2426,2,قالت الشرطه الامريكيه ان رجلا مسلحا اصيب برصاص عناصر مكتب التحقيقات الفيدرالي بعد محاولته دخول مقر وكاله الاستخبارات المركزيه.,"قالت الخدمه السريه الامريكيه، الاحد، ان عناصرها وعناصر قوات انفاذ القانون في مقاطعه بالم بيتش، اطلقوا النار علي رجل مسلح وقتلوه بعد ان ""دخل بشكل غير قانوني الي المنطقه الامنيه المحيطه بمنتجع مار."
513,2344,2,الادعاء الرئيسي هو ان العقوبات الصينيه علي مسؤولين اميركيين لا اساس لها من الصحه.,حذر وزير الخارجيه الاميركي انتوني بلينكن، امس (السبت)، من ان العقوبات التي فرضتها الصين علي مسؤولين اميركيين اثنين علي خلفيه انتهاكات بكين بحق اقليه الاويغور «لا اساس لها»، معتبرا انها لن تؤدي الا لمزيد من التدقيق في «الاباده الجماعيه» في شينجيانغ.وقال بلينكن في بيان ان «محاولات بكين تخويف هؤلاء الذين يرفعون الصوت حول حقوق الانسان والحريات الاساسيه واسكاتهم تسهم فقط في زياده التدقيق الدولي في الاباده الجماعيه والجرائم ضد الانسانيه المرتكبه في شينجيانغ».وجاء كلام الوزير الاميركي بعد اعلان الخارجيه الصينيه ان عضوين من اللجنه الاميركيه للحريات الدينيه الدوليه، هما غايل مانتشين وتوني بيركنز، اضافه الي النائب الكندي مايكل تشونغ، واللجنه
514,315,0,المبادره تشمل وقف اطلاق النار الشامل من جانب واحد تحت مراقبه الامم المتحده.,"اسطنبول - وكالات اعلنت المملكه العربيه السعوديه اليوم الاثنين، عن مبادره لحل الازمه اليمنيه، تتضمن وقف اطلاق النار من جانب واحد، معربه عن املها في استجابه الحوثيين ""صونا للدماء اليمنيه"". وقال وزير"
515,1804,2,فتح الحدود الجويه الجزائريه بشكل تدريجي ابتداء من 1 يونيو المقبل.,"المركزيه الامريكيه، ان قواتها ستبدا بتنفيذ حصار شامل علي حركه الملاحه البحريه المتجهه من والي الموانئ الايرانيه، وذلك ابتداء من الساعه 10 صباحا بتوقيت شرق الولايات المتحده من يوم 13 ابريل، تنفيذا لاعلان الرئيس. سيتم البدء بتنفيذ الحصار عند الساعه 14:00 (الثانيه ظهرا) بتوقيت غرينتش من يوم 13 ابريل. واوضحت القياده المركزيه في بيانها ان الحصار سيطبق ""بشكل محايد"" ضد السفن التابعه لجميع الدول التي تدخل او تغادر الموانئ والمناطق الساحليه الايرانيه، بما في ذلك كافه الموانئ الايرانيه المطله علي الخليج العربي وخليج عمان. واكد البيان ان القوات الامريكيه لن تعيق حريه الملاحه للسفن التي تعبر مضيق هرمز من والي"
516,509,0,تغيير العقليات هو ابرز تحد المغرب. الجمعيات النسائيه في يواجه,قالت سميره موحيا، نائبه رئيسه فيدراليه رابطه حقوق النساء، ان المراه المغربيه تواجهها عده صعوبات في الوصول وتقلد المناصب العليا والقياديه. واوضحت في تصريح لموقع القناه الثانيه ان المراه المغربيه حققت
517,326,0,"تركيا ردت علي ""تحرش"" اربع مقاتلات يونانيه بسفينتها في بحر ايجه.","و""تحرشت"" 4 مقاتلات يونانيه بسفينه تركيه كانت تجري ابحاثا، قالت القناه التركيه انها ""تقنيه وعلميه"" شمالي بحر ايجه."
518,2561,2,الحرب لن تنتهي ولكن ستتغير استراتيجيه الحرب وادواتها ووسائلها.,"الرئيس الامريكي دونالد ترامب يقول ان الحرب مع ايران ""شارفت علي الانتهاء""، والحرس الثوري الايراني يقول ان طهران هي التي ستحدد نهايه الحرب، وان القوات المسلحه الايرانيه علي اهبه الاستعداد لحمايه نفط وامن المنطقه انتهت تغطيتنا لليوم العاشر من المواجهه، والتي شهدت انتخاب مرشد جديد لايران وتصعيدا ميدانيا غير مسبوق شمل توغلا بريا في لبنان وقصفا متبادلا طال العمق. يمكنكم الاستمرار في متابعه تطورات اليوم الـ 11 عبر صفحتنا الجديده المباشره من خلال الرابط المخصص. بعد عشره ايام من بدء الحرب الامريكيه الاسرائيليه مع ايران، ما زالت الحرب مستعره وتتواصل تداعياتها علي المستويين الاقليمي والدولي واليكم ابرز التطورات حتي اللحظه:"
519,2522,1,نتوقع خفضا للتصعيد.,"وقالت في بيان، ""بلينكن شدد التاكيد علي ان واشنطن تتوقع خفضا للتصعيد""."
520,1378,2,مصطفي غنيمه يقول ان اي شخص يسخن يبقي كورونا.,"هذه النقله بشكل مفاجئ، حيث يصبح التنفس صعبا وتصاب الرئتان بالتهاب. ويعود ذلك الي ان النظام المناعي للجسم يحاول المقاومه فيتمادي في حربه علي الفيروس ويحدث اضرارا جانبيه في الجسم. يحتاج بعض المرضي للمكوث في المستشفي والحصول علي اكسجين. تقول الطبيبه ساره جارفيس: ""قد يحتاج ضيق التنفس وقتا طويلا للتحسن... وليتغلب الجسم علي الاصابه والالتهاب الذي تسبب به الفيروس"". وتضيف ان الشفاء التام قد يستغرق ما بين اسبوعين الي ثمانيه اسابيع، مع بقاء الانهاك. تقدر منظمه الصحه العالميه ان واحدا من كل عشرين مريضا سيحتاج لقسم العنايه الفائقه، وهذا قد يتضمن عمليات التخدير ووضع المريض علي جهاز التنفس الصناعي. ويحتاج"
521,1245,1,اتفاق سوداني اثيوبي علي تهدئه الاوضاع الامنيه عند الحدود بين البلدين.,اتفق السودان واثيوبيا، الاحد، علي ضبط الحدود بين البلدين لمواجهه الجماعات التي تتسلل الي السودان بهدف زعزعه الامن او الاستيلاء علي اراض زراعيه.
522,2001,2,خوان لابورتا الرئيس الجديد لنادي برشلونه الاسباني.,قدم خوان لابورتا، رئيس مجلس اداره نادي برشلونه الاسباني، الاثنين، استقالته من منصبه، من اجل الترشح لولايه جديده خلال الانتخابات المقرره في 15 مارس/ اذار المقبل.
523,1201,2,تبون يؤكد استعداد الجزائر لدعم مالي ماديا لاستعاده الاستقرار وتحضير الانتخابات.,"عبر الرئيس الجزائري عبد المجيد تبون، في مقابله مع صحيفه لوفيغارو الفرنسيه نشرت الخميس، عن استعداد بلاده للعب دور الوساطه بين طرفي النزاع في ليبيا في حال حصولها ""علي تفويض من مجلس الامن بالامم المتحده""،…"
524,1038,1,قال محامون عن الرئيس الاميركي السابق دونالد ترامب، الثلاثاء، ان مجلس الشيوخ ليست له سلطه محاكمه الرئيس السابق بتهمه التحريض علي تمرد في السادس من يناير، بعد ان صار مواطنا عاديا.,قال محامون عن الرئيس الاميركي السابق دونالد ترامب، الثلاثاء، ان مجلس الشيوخ ليست له سلطه محاكمه الرئيس السابق بتهمه التحريض علي تمرد في السادس من يناير، بعد ان صار مواطنا عاديا...
525,836,1,فرضت فرنسا قيودا جديده للسيطره علي انتشار فيروس كورونا علي مستوي البلاد.,"فرضت فرنسا اجراءات صارمه لمكافحه تفشي فيروس كورونا. سجلت فرنسا اكثر من 5400 اصابه جديده بفيروس كورونا، السبت، في وقت وصفت وزاره الصحه الوضع بانه ""مقلق للغايه"" بعد ""قفزه الجمعه""..."
526,2341,2,مسؤوليته الحفاظ علي كل مدرسه كاثوليكيه اينما وجدت.,"اطفال وتستر اساقفه علي تلك الاتهامات. صدر الصوره، Maciej Luczniewski/NurPhoto via Getty Images دايدرا روي حاصه علي شهاده ماجستير في الموسيقي من جامعه ترينيتي Trinity في دبلن وكانت قد عملت مدرسه في مدرسه في شمال لندن. وتقول مجله ذا تابليت ان قرار تعيينها يشكل سابقه فهذه اول مره تعيين فيها امراه راسا لمدرسه كاثوليكيه منذ 200 عام. وقالت روي في بيان علي الموقع الالكتروني للمدرسه: ""اشعر اني محظوظه جدا لوصولي الي اداره امبليفورث، المدرسه الكاثوليكيه الرائده علي مستوي العالم، الي حقبه جديده"". واضافت انها ""ستكرس جهدا للتاكد من ان الطلاب سيتقدمون، وانهم سعداء ويدرسون بجد"". واكد البيان ان دور المديره"
527,2031,2,تم تدمير صاروخ باليستي و 4 مسيرات مفخخه اطلقتها الميليشيات نحو جازان.,التحالف العربي يعترض صاروخا بالستيا باتجاه السعودبيه. اعلن التحالف العربي لدعم الشرعيه في اليمن، ليل الاربعاء الخميس، اعتراض وتدمير 5 صواريخ باليستيه اطلقتها ميليشيات الحوثي، تجاه مدينه جازان.
528,2852,2,لا بديل عن الاغلاق في رمضان رغم صعوبه القرار.,"وفي السياق ذاته، اوضحت رئيسه جمعيه السينما السعوديه هناء العمير في حديثها الي ""العربيه.نت"" ان اغلاق شركه موفي سينما صالات العرض الخاصه بها خلال شهر رمضان يعد خطوه استباقيه من قبل الشركه، بجانب الوعي الكبير بطبيعه سلوك المشاهد السعودي وتفاعلا مع توجهاته."
529,2326,2,وزاره الثقافه تشرف علي تنظيم معرض الرياض الدولي للكتاب للمره الاولي.,"Sep 18, 2025 · تستعد هيئه الادب والنشر والترجمه لتنظيم معرض الرياض الدولي للكتاب 2025، تحت شعار ""الرياض تقرا"". سيقام المعرض في الفتره من 2 الي 11 تشرين الاول (اكتوبر)"
530,2195,2,عاودت مدينه كوني ايلاند الشهيره للملاهي في بروكلين نشاطها مجددا بعد توقف عام بسبب وباء كورونا.,"بحياه ما يتراوح بين 40 و 50 مليون شخص، ووفقا لدراسه نشرتها بي بي سي عام 2018 كان عدد الضحايا كبيرا لانه في عام 1918، كانت الفيروسات لا تزال حديثه الاكتشاف. وتقول ويندي باركلاي من جامعه امبريال كوليدج بلندن: ""لم يدرك الاطباء حينها بالطبع ان الفيروسات هي التي تسبب هذه الامراض"". وكان الطريق امامهم لا يزال طويلا لاكتشاف الادويه المضاده للفيروسات واللقاحات التي تساعد الان في كبح تفشي المرض وتسريع التعافي منه. ظهر الوباء في الصين بين عامي 1957و 1958 وانتشر في سنغافوره وهونغ كونغ ثم الولايات المتحده وكان عدد الضحايا كبيرا. في عام 1976 ظهر في الكونغو وانتشر في"
531,931,1,دعا الي اعتماد مقاربه اكثر شموليه في ملف الهجره تتجاوز الحل الامني لتعالج الاسباب العميقه لهذه الظاهره.,"كما طالب سعيد بـ""اعتماد مقاربه اكثر شموليه في ملف الهجره تتجاوز الحل الامني لتعالج الاسباب العميقه لهذه الظاهره علي غرار الفقر والبطاله""."
532,1760,1,لا يجب ان يتلقي ترامب احاطه استخباراتيه بعد الان بسبب سلوكه الذي لا يمكن توقعه.,"قال الرئيس الاميركي جو بايدن ان سلفه دونالد ترامب يجب الا يتلقي بعد الان الاحاطات السريه التي ترسلها عاده وكالات الاستخبارات الاميركيه الي الرؤساء السابقين، وذلك بسبب سلوكه ""الذي لا يمكن توقعه""."
533,2954,1,ملف قضيه “الفتنه” المتعلقه بزعزعه امن المملكه الاردنيه، والتي تشمل ولي العهد السابق الامير حمزه بن الحسين، احيلت الي المدعي العام في البلاد.,"احالت السلطات الاردنيه، الاثنين، ملف ""قضيه الفتنه"" في اشاره الي قضيه ""محاولات زعزعه امن واستقرار الاردن"" الي المدعي العام وفقا لما نقلته قناه المملكه الحكوميه في الاردن عن مصدر."
534,2238,1,تمديد صلاحيه الاقامات وتاشيرات الخروج والعوده اليا للمقيمين الموجودين خارج المملكه حتي 2 يونيو/ حزيران المقبل في الدول التي يتم تعليق القدوم منها.,وبموجب القرار، تم تمديد صلاحيه الاقامات وتاشيرات الخروج والعوده للمقيمين الموجودين خارج المملكه في الدول التي يتم تعليق القدوم منها نتيجه تفشي فيروس كورونا فيها، ليكون الي الثاني من يونيو المقبل.
535,1197,1,"بدء تعويم سفينه ""ايفر جيفن"" بنجاح.","قالت شركه ""انش كيب"" لخدمات الشحن في تغريده علي تويتر، انه تم اعاده تعويم السفينه الجانحه بقناه السويس ""ايفر غيفن""، الاثنين، وانه يجري حاليا تامينها."
536,2942,1,اعتقال الشريف حسن بن زيد ورئيس الديوان الملكي السابق باسم ابراهيم عوض الله واخرين لاسباب امنيه.,"اعتقلت السلطات الاردنيه الشريف حسن بن زيد ورئيس الديوان الملكي الاسبق باسم ابراهيم عوض الله واخرين ""لاسباب امنيه""، حسبما نقلت وكاله الانباء الاردنيه الرسميه (بترا) عن مصدر امني."
537,2118,1,سيتم استدعاء 3 امراء للشهاده وخبير بريطاني للتاكد من بينات الهواتف.,"اعلن محمد عفيف، محامي باسم عوض الله في ""قضيه الفتنه"" بالاردن، ان الدفاع طلب شهاده 3 امراء ورئيس الوزراء بشر الخصاونه بالاضافه الي خبير بريطاني في التسجيلات الصوتيه."
538,650,0,تعهد رئيس مجلس الوزراء مصطفي الكاظمي بايجاد حل عاجل ومنصف لشريحه المحاضرين.,"توالت ردود الفعل الدوليه والاقليميه المندده بمحاوله الاغتيال الفاشله التي تعرض لها رئيس الوزراء العراقي، مصطفي الكاظمي، من خلال الهجوم بطائرات مسيره علي مقر اقامته في المنطقه الخضراء المحصنه في العاصمه بغداد. فقد ادان الرئيس الامريكي، جو بايدن، محاوله الاغتيال التي وصفها بـ ""الهجوم الارهابي"" وقال انه ""شعر بالارتياح"" بعد العلم بان الكاظمي لم يصب باذي. وقال انه يدين ""باشد العبارات اولئك الذين يستخدمون العنف لتقويض العمليه الديمقراطيه في العراق"". واضاف بايدن الذي تحتفظ بلاده بحوالي 2500 جندي في العراق، انه اصدر تعليماته لفريق الامن القومي بـ ""تقديم كافه اشكال المساعده المناسبه لقوات الامن العراقيه في التحقيق الذي تجريه في"
539,524,0,الاتحاد الاوروبي يعتمد 4 لقاحات منضمه لها لاستقبال السائحين.,اعربت مصر عن تقديرها البالغ لاعتماد الاوروبي في جلسته العامه، الثلاثاء، بالقراءه الاولي لقرار الشريحه الثانيه من حزمه الدعم المالي الكلي المقدمه من الاتحاد الاوروبي بقيمه 4 مليارات يورو...
540,526,1,اسعار الذهب تتراجع عالميا مع صعود عوائد السندات.,مثله مثل اي سلعه اخري - فزياده الطلب وانخفاض المعروض يؤديان الي زياده السعر، والعكس صحيح، زياده المعروض وانخفاض الطلب يؤديان الي انخفاض الاسعار. تجدر الاشاره هنا الي ان عمليه تعدين الذهب تزداد صعوبه مع مرور الوقت، ويعتبر ذلك احد اسباب الارتفاع المستمر لاسعاره علي المدي الطويل. القرارات التي تتخذها الحكومات في هذا الشان تؤثر علي الاسعار. فانخفاض اسعار الفائده وارتفاع معدلات التضخم تؤدي الي زياده اسعار الذهب. الشيء ذاته ينطبق علي اسعار الصرف، فاذا كانت العمله المحليه ضعيفه، تحدث زياده في اسعار الذهب. عدم الاستقرار السياسي والصراعات والتهديدات الارهابيه قد تؤدي الي رفع اسعار الذهب. ومن الصعب قياس الكيفيه
541,1765,1,سيجعل القرار التذاكر اغلي ثمنا.,"وذكر ال الشيخ ان تذاكر الشامسي هي اغلي التذاكر التي بيعت في السعوديه بالمقارنه مع اي فنان عربي في السعوديه، مضيفا ان ثمن ""التذكره وصل الي 18 الف (حوالي 5 الاف دولار)""."
542,882,2,مرض الفطر الاسود ينتشر في مصر.,"مختصون ومسؤولون في القطاع الصحي في مصر علي ان الفطر الاسود نوع من الفطريات الموجوده في كل مكان ومنذ زمن بعيد وليس جديدا ولا مرتبطا بانتشار فيروس كورونا، وان الاصابه به وارده عند من يعانون نقصا في المناعه لاي سبب كان. وكان ذلك ما قاله قبلايام مساعد وزيره الصحه خالد مجاهد في تصريح لبرنامج ""علي مسؤوليتي"" علي قناه ""صدي البلد"" المصريه: انه ""لا داعي للذعر او الهلع"". وقال مجاهد ان الفطر الاسود ليس وباء جديدا وانما هو ""عارض جانبي وارد حدوثه لمن يعاني من فقدان المناعه"". تحتوي هذه الصفحه علي محتوي من موقع Google YouTube. موافقتكم مطلوبه قبل عرض اي"
543,2682,2,استخدمت ماكينه القهوه في تصميم اختبار للفحص الفردي لفيروس كورونا في المنزل.,تكون التقارير عن اشخاص اصيبوا بالمرض مره ثانيه ناجمه عن عدم الدقه في تقييم الفحوص التي افادت بخلو جسمهم من الفيروس. قضيه المناعه حيويه لفهم ما اذا كان المرضي عرضه للاصابه بالعدوي مره اخري ومدي فاعليه اي لقاح مستخدم. © 2026 بي بي سي. بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه. سياستنا بخصوص الروابط الخارجيه.
544,289,0,"حذر الدكتور احمد ابو حلبيه من نيه عصابات المستوطنين تنفيذ اعمال استفزازيه في القدس بعد قرار سلطات الاحتلال بعوده تنظيم ""مسيره الاعلام"".","رام الله - دنيا الوطنحذر الدكتور احمد ابو حلبيه رئيس مؤسسه القدس الدوليه في فلسطين من نيه عصابات المستوطنين تنفيذ اعمال استفزازيه في القدس بعد قرار سلطات الاحتلال بعوده تنظيم ""مسيره الاعلام"" التي كانت"
545,1938,2,بشار الاسد يحكم سوريا من خلال الخضوع والتدمير بعد عشر سنوات من الحرب.,الدستور لتخفيض سن الترشح للرئاسه الي 34 عاما، ونال ترقيه برتبه فريق، ما مكنه من الترشح للانتخابات الرئاسيه ويصبح رئيسا لسوريا. عرف عهده اطول صراع عسكري داخلي شهدته البلاد واستمر 13 عاما. في 8 ديسمبر/كانون الاول 2024، انهار نظام بشار الاسد بعد هجوم واسع شنته قوات المعارضه، بقياده هيئه تحرير الشام. بعد 13 عاما من النزاع المسلح في سوريا، قادت هيئه تحرير الشام في 8 كانون الاول/ديسمبر 2024، وفصائل عسكريه معارضه اخري، هجوما واسعا سيطرت خلاله في ايام قليله علي مناطق الجيش والنظام السابق في سوريا. وصلت الفصائل المقاتله الي دمشق وانهار نظام حزب البعث. شكلت هيئه تحرير الشام اداره
546,2922,1,تم شراء اصوات ثلاثه مشاركين علي الاقل في ملتقي الحوار السياسي الليبي.,رفع خبراء امميون تقريرا لمجلس الامن يكشف شراء اصوات ثلاثه مشاركين علي الاقل في انتخابات منتدي ليبيا التي اشرفت عليها الامم المتحده وجرت في جنيف من اجل التصويت لعبد الحميد دبيبه رئيسا للوزراء.
547,2092,1,"سيتم تنظيم مظاهره ""مليونيه"" في واشنطن يوم السبت للدعوه لمعاقبه اسرائيل.",دعت مؤسسات فلسطينيه وعربيه واسلاميه في الولايات المتحده الي تنظيم «مظاهره مليونيه» اليوم (السبت)، في العاصمه الاميركيه واشنطن تحت عنوان «معاقبه وردع اسرائيل»، تنديدا بما وصفته بـ«جرائم الاحتلال» المستمره بحق الشعب الفلسطيني والتي كان اخرها ما حصل في قطاع غزه. وقال المهندس مرجان ابو محمود، احد المنظمين للمظاهره من ولايه تكساس، انه يجري العمل لحشد اكبر تجمع تشهده العاصمه الاميركيه لصالح القضيه الفلسطينيه، مضيفا انه «من المتوقع ان تزحف الجاليات الفلسطينيه صوب العاصمه واشنطن اليوم (السبت)، للتنديد بجرائم الاحتلال وايصال رساله للاداره الاميركيه بان القدس والمسجد الاقصي خط احمر لكل العرب والمسلمين، وضروره ايقاف المساعدات العسكريه الاميركيه عن دوله الاحتلال
548,992,1,BEGIN_ADUCATION قناه السويس تعد اهم طريق للتجاره الدوليه. END_ADUCATION,تعد قناه السويس اقصر طريق يربط بين الشرق والغرب، وذلك بسبب موقعها الجغرافي، اذ تصل بين البحر المتوسط عند بورسعيد والبحر الاحمر عند السويس، الامر الذي يضفي علي الموقع طابعا من الاهميه الخاصه للعالم ومصر. وتحتفل قناه ...
